director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_id,comb
Thomas Lilti,François Cluzet,Félix Moati,Marianne Denicourt,Comedy Drama,irreplaceable,tt5078326,François Cluzet Félix Moati Marianne Denicourt Thomas Lilti Comedy Drama
Michael Walker,Paula Garcés,Annabella Sciorra,John Brodsky,Thriller,the maid's room,tt2263814,Paula Garcés Annabella Sciorra John Brodsky Michael Walker Thriller
Richard Lester,Paul McCartney,Ringo Starr,George Harrison,Comedy Musical,a hard day's night,tt0058182,Paul McCartney Ringo Starr George Harrison Richard Lester Comedy Musical
U. Roberto Romano,unknown,unknown,unknown,Documentary,the harvest/la cosecha,tt1981703,unknown unknown unknown U. Roberto Romano Documentary
Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,Drama Romance,love letters,tt0085871,Jamie Lee Curtis Sally Kirkland Amy Madigan Amy Holden Jones Drama Romance
Blaz Zavrsnik,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,Comedy,julija in alfa romeo,tt4374230,Dario Nozic Serini Spela Colja Andrej Nahtigal Blaz Zavrsnik Comedy
Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea,Drama Romance,fireproof,tt1129423,Kirk Cameron Ken Bevel Erin Bethea Alex Kendrick Drama Romance
Pan Nalin,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,Biography Documentary Drama,faith connections,tt2768766,Bhole Baba Pant Shirt Baba Shriman Umeshanad Brahmachari Pan Nalin Biography Documentary Drama
Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,Adventure Family Romance,benji,tt0071206,Frances Bavier Peter Breck Edgar Buchanan Joe Camp Adventure Family Romance
Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,Adventure Biography Drama Horror Thriller,open water,tt0374102,Blanchard Ryan Saul Stein Daniel Travis Chris Kentis Adventure Biography Drama Horror Thriller
Matt Walsh,Joe Lo Truglio,Matt Jones,Abby Elliott,Comedy,high road,tt1692084,Joe Lo Truglio Matt Jones Abby Elliott Matt Walsh Comedy
John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling,Horror Sci-Fi,kingdom of the spiders,tt0076271,Woody Strode Hoke Howell Tiffany Bolling John 'Bud' Cardos Horror Sci-Fi
Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett,Documentary Family Music,mad hot ballroom,tt0438205,Heather Berman Eva Carrozza Paul Daggett Marilyn Agrelo Documentary Family Music
Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés,Comedy Drama,the station agent,tt0340377,Peter Dinklage Joe Lo Truglio Paula Garcés Tom McCarthy Comedy Drama
Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin,Drama,to save a life,tt1270286,Randy Wayne Sean Michael Afable D. David Morin Brian Baugh Drama
Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole,Documentary,wordplay,tt0492506,Ken Burns Bill Clinton Bob Dole Patrick Creadon Documentary
Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,Biography Documentary Sport,beyond the mat,tt0218043,Terry Funk Vince McMahon Mick Foley Barry W. Blaustein Biography Documentary Sport
Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,Comedy Drama Romance,the singles ward,tt0306069,Kirby Heyborne Lincoln Hoppe Daryn Tufts Kurt Hale Comedy Drama Romance
Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,Drama,osama,tt0368913,Marina Golbahari Zubaida Sahar Mohamad Haref Harati Siddiq Barmak Drama
Joseph Dorman,Rachel Dratch,Peter Riegert,Jason Kravits,Documentary,sholem aleichem: laughing in the darkness,tt1976608,Rachel Dratch Peter Riegert Jason Kravits Joseph Dorman Documentary
Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood,Drama Music,groove,tt0212974,Rachel True Ari Gold Denny Kirkwood Greg Harrison Drama Music
Kurt Hale,Kirby Heyborne,Big Budah,Curt Doussett,Comedy Crime Family,the r.m.,tt0341540,Kirby Heyborne Big Budah Curt Doussett Kurt Hale Comedy Crime Family
Michael Polish,Sasha Alexander,William Katt,Jon Gries,Drama,twin falls idaho,tt0162830,Sasha Alexander William Katt Jon Gries Michael Polish Drama
Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,Crime Drama,mean creek,tt0377091,Rory Culkin Scott Mechlowicz Trevor Morgan Jacob Aaron Estes Crime Drama
Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen,Crime Drama Romance,hurricane streets,tt0119338,Edie Falco Heather Matarazzo Lynn Cohen Morgan J. Freeman Crime Drama Romance
Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean,Comedy Romance,never again,tt0244094,Peter Dinklage Bill Duke Michael McKean Eric Schaeffer Comedy Romance
Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell,Crime Drama Thriller,civil brand,tt0326806,Monica Calhoun LisaRaye McCoy Clifton Powell Neema Barnette Crime Drama Thriller
Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place,Comedy Drama,lonesome jim,tt0385056,Kevin Corrigan Seymour Cassel Mary Kay Place Steve Buscemi Comedy Drama
Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West,Comedy Drama Romance,drinking buddies,tt2265398,Olivia Wilde Anna Kendrick Ti West Joe Swanberg Comedy Drama Romance
Molly Bernstein,David Mamet,Ricky Jay,Dick Cavett,Documentary,deceptive practice: the mysteries and mentors of ricky jay,tt2654360,David Mamet Ricky Jay Dick Cavett Molly Bernstein Documentary
Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Action Adventure Drama,seven samurai,tt0047478,Takashi Shimura Minoru Chiaki Kamatari Fujiwara Akira Kurosawa Action Adventure Drama
Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart,Documentary Sport,the other dream team,tt1606829,Tommy Sheppard Greg Speirs Mickey Hart Marius A. Markevicius Documentary Sport
Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave,Comedy Music Romance,johnny suede,tt0104567,Brad Pitt Tina Louise Nick Cave Tom DiCillo Comedy Music Romance
Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,Comedy,finishing the game: the search for a new bruce lee,tt0843850,Monique Gabriela Curnen Jake Sandvig Joe McQueen Justin Lin Comedy
Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette,Comedy Fantasy Horror,rubber,tt1612774,Haley Ramm Jack Plotnick Cecelia Antoinette Quentin Dupieux Comedy Fantasy Horror
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,tt2224026,Jim Parsons Matt Jones April Winchell Tim Johnson Adventure Animation Comedy Family Fantasy Sci-Fi
C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,Comedy Romance,kiss the bride,tt0893346,Tori Spelling Amber Benson Garrett M. Brown C. Jay Cox Comedy Romance
Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears,Drama Sport,the slaughter rule,tt0266971,Ryan Gosling Clea DuVall Eddie Spears Alex Smith Drama Sport
Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter,Drama Sci-Fi Thriller,monsters,tt1470827,Scoot McNairy Whitney Able Ricky Catter Gareth Edwards Drama Sci-Fi Thriller
Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas,Drama,the californians,tt0377043,Keith Carradine Joanne Whalley Illeana Douglas Jonathan Parker Drama
Sol Tryon,Jim Gaffigan,Ann Dowd,Matthew Cowles,Comedy,the living wake,tt0489212,Jim Gaffigan Ann Dowd Matthew Cowles Sol Tryon Comedy
Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler,Comedy Horror,detention of the dead,tt1865346,Justin Chon Christa B. Allen Max Adler Alex Craig Mann Comedy Horror
Hao Ning,Bo Huang,Zheng Xu,Zhonghua Chen,Comedy Crime,crazy stone,tt0843270,Bo Huang Zheng Xu Zhonghua Chen Hao Ning Comedy Crime
Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn,Biography Documentary Music,scott walker: 30 century man,tt0486541,Brian Eno Jacques Brel Damon Albarn Stephen Kijak Biography Documentary Music
Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,Drama,everything put together,tt0228277,Radha Mitchell Alan Ruck Megan Mullally Marc Forster Drama
Andrew Niccol,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,Drama Thriller,good kill,tt3297330,Bruce Greenwood Zoë Kravitz Stafford Douglas Andrew Niccol Drama Thriller
Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Thriller,insomnia manica,tt0455556,Daston Kalili Rai Alexandra Chin-Chien Chang Daston Kalili Thriller
William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett,Documentary,the outrageous sophie tucker,tt2825768,Carol Channing Bruce Vilanch Tony Bennett William Gazecki Documentary
Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine,Drama Romance,now is good,tt1937264,Jeremy Irvine Olivia Williams Paddy Considine Ol Parker Drama Romance
Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza,Comedy Horror,girls gone dead,tt1884318,Vincent Chimato John McGlothlin Al Sapienza Michael Hoffman Jr. Comedy Horror
Patrick Gilles,Emma Caulfield,Dylan Baker,Mike Colter,History,america is still the place,tt3417110,Emma Caulfield Dylan Baker Mike Colter Patrick Gilles History
Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham,Action Mystery Thriller,subconscious,tt2909932,Mike Beckingham Tim Abell Tom Stedham Georgia Hilton Action Mystery Thriller
Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama,crossroads,tt0275022,Britney Spears Katherine Boecher Dave Allen Tamra Davis Comedy Drama
Jack Heller,Shaun Sipos,Katherine Waterston,Christopher Denham,Mystery Thriller,enter nowhere,tt1631707,Shaun Sipos Katherine Waterston Christopher Denham Jack Heller Mystery Thriller
Fernando Baez Mella,Manny Perez,Christian Alvarez,Claudette Lalí,Crime Drama,the king of najayo,tt2275671,Manny Perez Christian Alvarez Claudette Lalí Fernando Baez Mella Crime Drama
Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Action Romance Sport,fight to the finish,tt3152288,Jennifer Hale Randy Jay Burrell Vincent De Paul Warren Sheppard Action Romance Sport
Darren Lynn Bousman,Paul Sorvino,Barry Bostwick,Terrance Zdunich,Horror Musical,alleluia! the devil's carnival,tt3892618,Paul Sorvino Barry Bostwick Terrance Zdunich Darren Lynn Bousman Horror Musical
Justin Paul Miller,Mary Kate Wiles,Jennifer Landa,Felix Avitia,Comedy Mystery Thriller,the sound and the shadow,tt2190180,Mary Kate Wiles Jennifer Landa Felix Avitia Justin Paul Miller Comedy Mystery Thriller
Joel Paul Reisig,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,Family,rodeo girl,tt4062896,Carrie Bradstreet Joel Paul Reisig Yassie Hawkes Joel Paul Reisig Family
Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders,Action Biography Documentary Sport,born to fly: elizabeth streb vs. gravity,tt2246526,Elizabeth Streb Sarah Callan Laura Flanders Catherine Gund Action Biography Documentary Sport
Luke Dye,Mike Stanley,Jeff Delaney,Jamison Stalsworth,Family,the little ponderosa zoo,tt3846442,Mike Stanley Jeff Delaney Jamison Stalsworth Luke Dye Family
Sam Raimi,Tim Holmes,Mila Kunis,James Franco,Adventure Family Fantasy,oz the great and powerful,tt1623205,Tim Holmes Mila Kunis James Franco Sam Raimi Adventure Family Fantasy
Michael Herz,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Action Comedy Horror Sci-Fi,the toxic avenger,tt0090190,Patrick Kilpatrick Mark Torgl Pat Ryan Michael Herz Action Comedy Horror Sci-Fi
Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,Crime Drama,straight out of brooklyn,tt0102989,Lawrence Gilliard Jr. George T. Odom Matty Rich Matty Rich Crime Drama
Paul Greengrass,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,Drama History War,bloody sunday,tt0280491,James Nesbitt Nicholas Farrell Tim Pigott-Smith Paul Greengrass Drama History War
Alec Asten,Luis Sanchez,Dennis L.A. White,Fredro Starr,Action,diamond ruff,tt2111292,Luis Sanchez Dennis L.A. White Fredro Starr Alec Asten Action
Hans Canosa,Olivia Wilde,Thomas Lennon,Nora Zehetner,Comedy Drama Romance,conversations with other women,tt0435623,Olivia Wilde Thomas Lennon Nora Zehetner Hans Canosa Comedy Drama Romance
Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,Comedy Horror Musical,poultrygeist: night of the chicken dead,tt0462485,John Karyus Lloyd Kaufman Kate Graham Lloyd Kaufman Comedy Horror Musical
Matthew Watts,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,Comedy Romance,mutual friends,tt2112209,Jennifer Lafleur Cheyenne Jackson Michael Stahl-David Matthew Watts Comedy Romance
Lloyd Bacon,Ginger Rogers,Dick Powell,George Brent,Comedy Musical Romance,42nd street,tt0024034,Ginger Rogers Dick Powell George Brent Lloyd Bacon Comedy Musical Romance
Joe Kenemore,Bob Proctor,Jack Canfield,Eric Worre,Documentary,rise of the entrepreneur: the search for a better way,tt4273494,Bob Proctor Jack Canfield Eric Worre Joe Kenemore Documentary
Whit Stillman,Chris Eigeman,Taylor Nichols,Ellia Thompson,Comedy Drama Romance,metropolitan,tt0100142,Chris Eigeman Taylor Nichols Ellia Thompson Whit Stillman Comedy Drama Romance
Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,Comedy Drama Music Romance,as it is in heaven,tt0382330,Michael Nyqvist Frida Hallgren Nils-Anders Vallgårda Kay Pollak Comedy Drama Music Romance
Eric England,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Drama Horror Mystery Thriller,roadside,tt1958007,Jack E. Curenton Ace Marrero Alan Pietruszewski Eric England Drama Horror Mystery Thriller
Jared Hess,Jon Heder,Diedrich Bader,Jon Gries,Comedy,napoleon dynamite,tt0374900,Jon Heder Diedrich Bader Jon Gries Jared Hess Comedy
Jeremy Saulnier,Devin Ratray,Eve Plumb,Amy Hargreaves,Crime Drama Thriller,blue ruin,tt2359024,Devin Ratray Eve Plumb Amy Hargreaves Jeremy Saulnier Crime Drama Thriller
Oren Peli,Micah Sloat,Ashley Palmer,Amber Armstrong,Horror,paranormal activity,tt1179904,Micah Sloat Ashley Palmer Amber Armstrong Oren Peli Horror
Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament,Documentary Sport,dogtown and z-boys,tt0275309,Tony Alva Jay Adams Jeff Ament Stacy Peralta Documentary Sport
Terry Gilliam,Eric Idle,Michael Palin,Terry Jones,Adventure Comedy Fantasy,monty python and the holy grail,tt0071853,Eric Idle Michael Palin Terry Jones Terry Gilliam Adventure Comedy Fantasy
Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,Drama,quinceañera,tt0451176,Emily Rios Jesse Garcia Alicia Sixtos Richard Glatzer Drama
Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,Comedy Fantasy Horror Musical,gory gory hallelujah,tt0396041,Tony Doupe Sue Corcoran David Frederick White Sue Corcoran Comedy Fantasy Horror Musical
unknown,Sendhil Ramamurthy,Masi Oka,Greg Grunberg,Drama Fantasy Sci-Fi Thriller,heroes,tt0813715,Sendhil Ramamurthy Masi Oka Greg Grunberg unknown Drama Fantasy Sci-Fi Thriller
Jonathan Caouette,Greg Ayres,Jonathan Caouette,Renee Leblanc,Biography Documentary,tarnation,tt0390538,Greg Ayres Jonathan Caouette Renee Leblanc Jonathan Caouette Biography Documentary
Ray Griggs,Bill Farmer,Chris Cox,Mike Huckabee,Documentary,i want your money,tt1560957,Bill Farmer Chris Cox Mike Huckabee Ray Griggs Documentary
Matt Jackson,Kane Hodder,Paul Elia,Alex Sanborn,Comedy Horror,love in the time of monsters,tt2403415,Kane Hodder Paul Elia Alex Sanborn Matt Jackson Comedy Horror
Lucio Fulci,Catriona MacColl,David Warbeck,Al Cliver,Horror,the beyond,tt0082307,Catriona MacColl David Warbeck Al Cliver Lucio Fulci Horror
unknown,Brendon Small,Ron Lynch,Melissa Bardin Galsky,Animation Comedy Drama,home movies,tt0197159,Brendon Small Ron Lynch Melissa Bardin Galsky unknown Animation Comedy Drama
Tom Vaughan,Treat Williams,Andrew Daly,Michelle Krusiec,Comedy Romance,what happens in vegas,tt1033643,Treat Williams Andrew Daly Michelle Krusiec Tom Vaughan Comedy Romance
Paul Fox,Dov Tiefenbach,Jeff Seymour,Gordon Currie,Horror Thriller,the dark hours,tt0402249,Dov Tiefenbach Jeff Seymour Gordon Currie Paul Fox Horror Thriller
Stephen Frears,Saeed Jaffrey,Roshan Seth,Garry Cooper,Comedy Drama Romance,my beautiful laundrette,tt0091578,Saeed Jaffrey Roshan Seth Garry Cooper Stephen Frears Comedy Drama Romance
Ari Kirschenbaum,R. Brandon Johnson,Adam LeFevre,Desmond Askew,Drama Horror Mystery Thriller,fabled,tt0299863,R. Brandon Johnson Adam LeFevre Desmond Askew Ari Kirschenbaum Drama Horror Mystery Thriller
Cassandra Nicolaou,Katharine Isabelle,Michelle Nolden,Gabriel Hogan,Drama Thriller,show me,tt0414510,Katharine Isabelle Michelle Nolden Gabriel Hogan Cassandra Nicolaou Drama Thriller
Ingmar Bergman,Liv Ullmann,Ingrid Thulin,Erland Josephson,Drama,cries & whispers,tt0069467,Liv Ullmann Ingrid Thulin Erland Josephson Ingmar Bergman Drama
D.W. Griffith,Lillian Gish,Mae Marsh,Walter Long,Drama History War,intolerance: love's struggle throughout the ages,tt0006864,Lillian Gish Mae Marsh Walter Long D.W. Griffith Drama History War
Roger Nygard,Walter Koenig,DeForest Kelley,James Doohan,Documentary,trekkies,tt0120370,Walter Koenig DeForest Kelley James Doohan Roger Nygard Documentary
Harry Beaumont,Anita Page,Bessie Love,Charles King,Musical Romance,the broadway melody,tt0019729,Anita Page Bessie Love Charles King Harry Beaumont Musical Romance
Sam Raimi,Ted Raimi,Betsy Baker,Ellen Sandweiss,Fantasy Horror,the evil dead,tt0083907,Ted Raimi Betsy Baker Ellen Sandweiss Sam Raimi Fantasy Horror
Franck Khalfoun,America Olivo,Nora Arnezeder,Liane Balaban,Horror Thriller,maniac,tt2103217,America Olivo Nora Arnezeder Liane Balaban Franck Khalfoun Horror Thriller
Mor Loushy,Amos Oz,unknown,unknown,Documentary History,censored voices,tt3457376,Amos Oz unknown unknown Mor Loushy Documentary History
Henry Alex Rubin,Mark Zupan,Joe Bishop,Andy Cohn,Documentary Sport,murderball,tt0436613,Mark Zupan Joe Bishop Andy Cohn Henry Alex Rubin Documentary Sport
Sam Firstenberg,Michael Dudikoff,Steve James,Larry Poindexter,Action Drama,american ninja 2: the confrontation,tt0092548,Michael Dudikoff Steve James Larry Poindexter Sam Firstenberg Action Drama
Doug Block,Carol Block,Ellen Block,Mike Block,Documentary,51 birch street,tt0468442,Carol Block Ellen Block Mike Block Doug Block Documentary
unknown,Billy Burke,Tracy Spiridakos,David Lyons,Action Adventure Drama Sci-Fi,revolution,tt2070791,Billy Burke Tracy Spiridakos David Lyons unknown Action Adventure Drama Sci-Fi
Chad Kapper,Tom E. Nicholson,Natalie Welch,Christian Kapper,Family Sci-Fi,rotor dr1,tt4162992,Tom E. Nicholson Natalie Welch Christian Kapper Chad Kapper Family Sci-Fi
John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller,halloween,tt0077651,Jamie Lee Curtis Donald Pleasence P.J. Soles John Carpenter Horror Thriller
Sidney Lumet,Jack Warden,Lee J. Cobb,John Fiedler,Crime Drama,12 angry men,tt0050083,Jack Warden Lee J. Cobb John Fiedler Sidney Lumet Crime Drama
Paul Fierlinger,Isabella Rossellini,Peter Gerety,Lynn Redgrave,Animation Drama,my dog tulip,tt0843358,Isabella Rossellini Peter Gerety Lynn Redgrave Paul Fierlinger Animation Drama
Frank Capra,Claudette Colbert,Alan Hale,Walter Connolly,Comedy Romance,it happened one night,tt0025316,Claudette Colbert Alan Hale Walter Connolly Frank Capra Comedy Romance
Yorgos Lanthimos,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,Drama Thriller,dogtooth,tt1379182,Angeliki Papoulia Mary Tsoni Sissy Petropoulou Yorgos Lanthimos Drama Thriller
Lauren Lazin,James Cagney,Gary Coleman,Todd Bridges,Biography Documentary Music,tupac: resurrection,tt0343121,James Cagney Gary Coleman Todd Bridges Lauren Lazin Biography Documentary Music
Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith,Comedy Drama,tumbleweeds,tt0161023,Kimberly J. Brown Janet McTeer Lois Smith Gavin O'Connor Comedy Drama
Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,Action Fantasy Horror Mystery Thriller,the prophecy,tt0114194,Viggo Mortensen Adam Goldberg Virginia Madsen Gregory Widen Action Fantasy Horror Mystery Thriller
Cédric Klapisch,Simon Abkarian,Zinedine Soualem,Jane Bradbury,Comedy Romance,when the cat's away,tt0115856,Simon Abkarian Zinedine Soualem Jane Bradbury Cédric Klapisch Comedy Romance
Peter Hedges,Oliver Platt,Adrian Martinez,Derek Luke,Comedy Drama,pieces of april,tt0311648,Oliver Platt Adrian Martinez Derek Luke Peter Hedges Comedy Drama
Niall Johnson,Kevin Howarth,Mark Caven,Thierry Harcourt,Drama,the big swap,tt0118717,Kevin Howarth Mark Caven Thierry Harcourt Niall Johnson Drama
Kelly Reichardt,Daniel London,Lucy,Will Oldham,Drama,old joy,tt0468526,Daniel London Lucy Will Oldham Kelly Reichardt Drama
Kelly Reichardt,John Robinson,Lucy,Will Oldham,Drama,wendy and lucy,tt1152850,John Robinson Lucy Will Oldham Kelly Reichardt Drama
Eric Mendelsohn,Embeth Davidtz,Edie Falco,Kathryn Erbe,Drama,3 backyards,tt1314190,Embeth Davidtz Edie Falco Kathryn Erbe Eric Mendelsohn Drama
Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Crime Drama Romance,pierrot le fou,tt0059592,Jean-Paul Belmondo Anna Karina Graziella Galvani Jean-Luc Godard Crime Drama Romance
Florence Ayisi,Vera Ngassa,Beatrice Ntuba,unknown,Documentary,sisters in law,tt0474361,Vera Ngassa Beatrice Ntuba unknown Florence Ayisi Documentary
Pan Nalin,unknown,unknown,unknown,Documentary,ayurveda: art of being,tt0221809,unknown unknown unknown Pan Nalin Documentary
Michael Roemer,Yaphet Kotto,Gloria Foster,Ivan Dixon,Drama Romance,nothing but a man,tt0058414,Yaphet Kotto Gloria Foster Ivan Dixon Michael Roemer Drama Romance
Jesse Peretz,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,Drama Romance,"first love, last rites",tt0128214,Robert John Burke Eli Marienthal Natasha Gregson Wagner Jesse Peretz Drama Romance
Eddie O'Flaherty,Don Wallace,Eddie Jones,Christina Chambers,Drama Sport,fighting tommy riley,tt0366444,Don Wallace Eddie Jones Christina Chambers Eddie O'Flaherty Drama Sport
Babar Ahmed,Lalaine,Alexander Wraith,Darren Kendrick,Action Thriller,royal kill,tt0421237,Lalaine Alexander Wraith Darren Kendrick Babar Ahmed Action Thriller
Julie Taymor,Jim Sturgess,T.V. Carpio,Robert Clohessy,Drama Fantasy Musical Romance,across the universe,tt0445922,Jim Sturgess T.V. Carpio Robert Clohessy Julie Taymor Drama Fantasy Musical Romance
John D. Hancock,Trish Basinger,Elizabeth Stenholt,Mary Norwood,Drama Music,the looking glass,tt2912776,Trish Basinger Elizabeth Stenholt Mary Norwood John D. Hancock Drama Music
Paul Bartel,Sylvester Stallone,David Carradine,Martin Kove,Action Comedy Sci-Fi Sport,death race 2000,tt0072856,Sylvester Stallone David Carradine Martin Kove Paul Bartel Action Comedy Sci-Fi Sport
Bruce Dellis,Tatyana Ali,Ricky Schroder,Jon Polito,Thriller,locker 13,tt1241226,Tatyana Ali Ricky Schroder Jon Polito Bruce Dellis Thriller
Pece Dingo,Michael Des Barres,Wilhelm von Homburg,Thom Mathews,Horror,midnight cabaret,tt0100146,Michael Des Barres Wilhelm von Homburg Thom Mathews Pece Dingo Horror
Jerome Elston Scott,Taran Killam,Joanna Cassidy,Ryan Carnes,Comedy Drama Romance,anderson's cross,tt0393049,Taran Killam Joanna Cassidy Ryan Carnes Jerome Elston Scott Comedy Drama Romance
Étienne Faure,Rumi Missabu,Pierre Prieur,Raquel Nave,Drama Musical Romance,bizarre,tt3904272,Rumi Missabu Pierre Prieur Raquel Nave Étienne Faure Drama Musical Romance
Herb Freed,Linnea Quigley,Carmen Argenziano,Vanna White,Horror Mystery,graduation day,tt0082467,Linnea Quigley Carmen Argenziano Vanna White Herb Freed Horror Mystery
Jack Perez,Kevin Corrigan,Barry Bostwick,Ahmed Best,Comedy Crime Drama Horror Mystery Thriller,some guy who kills people,tt1568341,Kevin Corrigan Barry Bostwick Ahmed Best Jack Perez Comedy Crime Drama Horror Mystery Thriller
Craig Zobel,Dreama Walker,Matt Servitto,James McCaffrey,Biography Crime Drama Thriller,compliance,tt1971352,Dreama Walker Matt Servitto James McCaffrey Craig Zobel Biography Crime Drama Thriller
Kevin Smith,Matt Damon,Ethan Suplee,Joey Lauren Adams,Comedy Drama Romance,chasing amy,tt0118842,Matt Damon Ethan Suplee Joey Lauren Adams Kevin Smith Comedy Drama Romance
Nicole Holofcener,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,Comedy Drama Romance,lovely & amazing,tt0258273,Aunjanue Ellis Brenda Blethyn Raven Goodwin Nicole Holofcener Comedy Drama Romance
Ken Del Conte,Hector Echavarria,Robert Miano,Ron Roggé,Action Adventure Mystery Romance Thriller,death calls,tt1328873,Hector Echavarria Robert Miano Ron Roggé Ken Del Conte Action Adventure Mystery Romance Thriller
Justin Lin,Parry Shen,Jason Tobin,Collin Kahey,Crime Drama Romance,better luck tomorrow,tt0280477,Parry Shen Jason Tobin Collin Kahey Justin Lin Crime Drama Romance
Maria Maggenti,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,Comedy Drama Romance,the incredibly true adventure of two girls in love,tt0113416,Nicole Ari Parker Laurel Holloman Stephanie Berry Maria Maggenti Comedy Drama Romance
Miguel Arteta,Lupe Ontiveros,Mike White,Chris Weitz,Comedy Drama,chuck & buck,tt0200530,Lupe Ontiveros Mike White Chris Weitz Miguel Arteta Comedy Drama
Piyush Dinker Pandya,Purva Bedi,Rizwan Manji,Anil Kumar,Comedy Drama Romance,american desi,tt0203289,Purva Bedi Rizwan Manji Anil Kumar Piyush Dinker Pandya Comedy Drama Romance
Daniel Columbie,Keri Maletto,Nicholas Simmons,Barbie Castro,Action Crime Drama,amidst the devil's wings,tt3976258,Keri Maletto Nicholas Simmons Barbie Castro Daniel Columbie Action Crime Drama
Vincenzo Natali,David Hewlett,Julian Richings,Nicole de Boer,Mystery Sci-Fi Thriller,cube,tt0123755,David Hewlett Julian Richings Nicole de Boer Vincenzo Natali Mystery Sci-Fi Thriller
Emma-Kate Croghan,Radha Mitchell,Frances O'Connor,Matt Day,Comedy Romance,love and other catastrophes,tt0116931,Radha Mitchell Frances O'Connor Matt Day Emma-Kate Croghan Comedy Romance
Bill Plympton,Charis Michelsen,Bill Martone,Richard Spore,Animation Comedy Drama Fantasy Sci-Fi,i married a strange person!,tt0119346,Charis Michelsen Bill Martone Richard Spore Bill Plympton Animation Comedy Drama Fantasy Sci-Fi
